SPL0
S
    919.40    303.39    282.72
    930.35    303.49    283.16
    947.35    303.64    283.85
    992.33    303.46    285.65
   1038.16    302.69    287.45
   1065.41    302.40    288.54
   1123.20    299.41    290.64
   1165.47    295.31    291.90
   1185.65    293.35    292.51
   1208.19    289.40    293.26
   1231.42    281.18    294.15
   1262.97    266.61    295.45
   1287.92    245.55    296.59
   1305.27    219.06    297.36
   1322.87    181.01    298.10
   1329.67    129.66    298.20
   1332.26     87.97    298.26
   1332.43     65.71    298.28
   1332.54     22.83    298.29
   1332.54      0.00    298.29
E
SPL1
S
    917.58    295.44    304.01
    938.75    295.39    304.97
    978.86    295.17    306.79
   1037.95    294.16    309.45
   1094.68    291.55    311.96
   1132.35    288.04    313.59
   1151.12    285.68    314.38
   1173.47    282.87    315.32
   1204.76    274.32    316.68
   1212.86    268.76    317.06
   1241.25    253.80    318.36
   1262.65    234.98    319.42
   1277.67    213.92    320.26
   1294.16    180.55    321.32
   1308.18    123.17    322.66
   1312.24     67.07    323.75
   1311.62     21.03    323.93
   1311.62      0.00    323.93
E
SPL2
S
   1015.16    216.81    342.47
   1034.20    229.63    343.93
   1056.94    244.72    341.35
   1074.03    252.59    338.41
   1098.33    264.43    334.41
   1127.54    275.42    327.74
   1144.62    282.25    320.66
   1151.12    285.68    314.38
   1157.43    288.98    308.43
   1162.54    292.70    299.53
   1165.47    295.31    291.90
   1167.25    299.16    279.52
   1169.60    303.33    264.09
   1168.79    302.72    253.49
   1167.95    302.91    227.13
   1169.10    301.22    202.14
   1170.61    300.80    197.76
   1173.25    299.84    186.27
   1178.23    298.64    172.24
   1183.85    297.71    158.86
   1183.90    297.13    151.79
   1180.47    295.57    135.17
   1178.40    294.73    127.10
   1172.40    292.57    110.58
   1157.68    287.51     79.58
   1143.62    282.88     57.07
   1135.01    280.36     47.62
E
SPL3
S
   1151.12    285.68    314.38
   1132.35    288.04    313.59
   1094.68    291.55    311.96
   1037.95    294.16    309.45
    978.86    295.17    306.79
    938.75    295.39    304.97
    917.58    295.44    304.01
   1151.12    285.68    314.38
   1147.37    286.15    314.22
   1143.61    286.60    314.06
   1139.85    287.03    313.90
   1136.09    287.45    313.74
   1132.33    287.85    313.58
   1128.57    288.23    313.42
   1124.80    288.61    313.26
   1121.04    288.97    313.10
   1117.27    289.31    312.93
   1113.50    289.64    312.77
   1109.73    289.96    312.61
   1105.96    290.27    312.44
   1102.19    290.56    312.28
   1098.42    290.84    312.12
   1094.64    291.11    311.95
   1090.87    291.36    311.79
   1087.09    291.61    311.62
   1083.32    291.84    311.45
   1079.54    292.06    311.29
   1075.76    292.28    311.12
   1071.98    292.48    310.95
   1068.20    292.67    310.79
   1064.42    292.85    310.62
   1060.63    293.03    310.45
   1056.85    293.19    310.28
   1053.07    293.35    310.12
   1049.28    293.49    309.95
   1045.50    293.63    309.78
   1041.72    293.76    309.61
   1037.93    293.89    309.44
   1034.14    294.00    309.27
   1030.36    294.11    309.10
   1026.57    294.21    308.93
   1022.79    294.31    308.76
   1019.00    294.40    308.59
   1015.21    294.48    308.42
   1011.42    294.56    308.25
   1007.64    294.64    308.08
   1003.85    294.70    307.91
   1000.06    294.77    307.74
    996.28    294.83    307.57
    992.49    294.88    307.40
    988.70    294.94    307.23
    984.91    294.98    307.06
    981.13    295.03    306.89
    976.89    295.08    306.69
    972.65    295.12    306.50
    968.41    295.16    306.31
    964.18    295.20    306.12
    959.94    295.24    305.93
    955.70    295.27    305.73
    951.46    295.30    305.54
    947.23    295.32    305.35
    942.99    295.35    305.16
    938.76    295.37    304.97
    934.52    295.39    304.77
    930.28    295.40    304.58
    926.05    295.42    304.39
    921.81    295.43    304.20
    917.58    295.44    304.01
E
