SPL0
S
   -338.24      0.00    234.36
   -339.65      0.00    228.81
   -341.73      0.00    214.06
   -342.31      0.00    186.69
   -344.90      0.00    160.95
   -353.89      0.00    152.61
   -360.11      0.00    151.79
   -366.48      0.00    151.01
   -378.97      0.00    147.30
   -382.86      0.00    136.23
   -380.37      0.00    113.27
   -368.00      0.00     89.53
   -349.22      0.00     63.37
   -334.05      0.00     47.62
E
SPL1
S
   -338.25      0.00    234.36
   -338.25     30.83    234.36
   -338.85     65.01    234.34
   -336.39     81.86    234.43
   -331.74    125.40    234.61
   -319.14    173.53    235.09
   -295.86    215.91    235.98
   -260.51    251.53    237.33
   -213.68    278.04    239.13
   -155.70    294.58    241.34
    -71.14    306.03    244.58
    -57.38    306.30    245.11
     43.82    302.63    248.98
     77.27    300.42    250.26
    129.73    297.55    252.27
    183.87    296.40    254.35
    204.84    296.55    255.15
    252.39    296.93    256.98
    333.27    299.79    260.08
    357.03    299.24    260.99
    424.22    299.42    263.56
    460.20    298.23    264.94
    504.26    296.78    266.62
    548.36    296.47    268.28
    594.85    296.81    270.03
    668.21    297.39    272.81
    775.74    300.79    276.91
    883.05    303.02    281.26
    917.12    303.37    282.63
E
SPL2
S
   -305.70      0.00    264.59
   -305.70     29.76    264.59
   -305.71     61.72    264.61
   -303.77     78.86    264.50
   -300.17    119.09    264.31
   -290.63    165.89    264.07
   -271.46    210.89    264.05
   -229.78    246.35    264.79
   -191.11    265.98    265.67
   -133.58    283.91    267.20
    -84.49    292.53    268.69
    -67.98    296.37    269.16
      4.81    296.99    271.83
     15.46    296.04    272.22
     81.91    293.91    274.58
    115.22    292.11    275.84
    207.52    293.07    278.43
    255.68    293.83    279.72
    335.21    296.32    281.55
    362.30    296.34    282.04
    424.60    297.13    283.28
    457.80    296.95    283.89
    502.68    296.59    285.89
    547.58    296.25    287.84
    592.48    295.97    289.77
    665.44    295.52    292.90
    772.31    295.11    297.45
    879.10    295.51    302.27
    915.36    295.44    303.91
E
SPL3
S
   -338.25      0.00    234.36
   -329.11      0.00    251.92
   -314.52      0.00    259.93
   -305.70      0.00    264.59
   -293.86      0.00    270.10
   -276.88      0.00    277.20
   -237.18      0.00    288.95
   -161.41      0.00    302.82
    -79.30      0.00    313.12
      4.83      0.00    320.96
     58.39      0.00    325.05
     83.58      0.00    326.89
    103.34      0.00    329.74
E
SPL4
S
    106.32      0.00    331.81
    103.40     12.98    329.76
    103.45     38.93    329.78
    104.41     90.92    329.85
    106.46    154.31    329.74
    121.29    219.08    330.24
    158.33    254.01    332.01
    192.06    269.91    329.32
    234.33    275.54    330.20
    252.75    276.53    330.49
    280.94    277.33    330.93
    309.46    277.85    331.38
    383.21    279.22    332.54
    417.31    279.77    333.08
    485.07    280.39    334.14
    537.46    280.28    334.97
    608.12    278.89    336.25
E
SPL5
S
    594.85    279.65    335.89
    616.37    279.40    336.23
    662.83    278.69    336.98
    756.78    276.50    338.52
    840.60    274.05    339.91
    896.01    267.99    340.81
E
SPL6
S
    192.06    269.91    329.32
    205.02    266.17    340.29
    231.13    259.23    360.62
    289.72    246.15    398.77
    367.96    232.98    436.39
    467.91    222.38    464.06
    568.42    216.97    475.34
    655.11    214.36    479.01
    724.51    213.97    476.52
    779.93    214.67    471.91
    828.36    222.39    453.02
    865.71    236.53    418.86
    899.43    249.84    383.68
    928.82    263.80    340.62
E
SPL7
S
    223.41    274.88    330.02
    235.33    272.00    340.34
    259.13    266.03    359.58
    311.89    252.99    395.82
    384.42    240.69    428.88
    477.39    231.85    451.70
    569.71    226.36    464.54
    617.09    224.93    467.32
    652.32    223.91    469.20
    716.68    224.91    465.88
    764.12    227.39    459.22
    808.26    234.05    441.76
    845.02    244.48    413.06
    876.32    255.56    379.70
    895.84    263.55    354.09
    904.14    267.40    340.93
    928.82    263.80    340.62
E
SPL8
S
    582.37    225.93    465.41
    590.15    227.12    462.68
    592.43    233.95    447.21
    592.52    245.30    420.80
    592.53    257.68    390.89
    592.53    264.87    372.92
    592.48    279.13    335.84
E
SPL9
S
    616.38    224.97    467.24
    610.53    226.16    464.64
    608.62    228.46    459.51
    608.17    235.78    442.85
    608.11    242.79    426.56
    608.16    255.06    397.12
    608.15    263.56    376.03
    608.16    272.74    352.49
    608.12    278.89    336.25
E
SPL10
S
   1318.49      0.00     59.30
   1332.65      0.00     73.00
   1345.29      0.00     88.36
   1357.43      0.00    109.90
   1364.06      0.00    126.82
   1362.30      0.00    136.22
   1347.13      0.00    157.07
   1340.00      0.00    162.35
   1331.14      0.00    183.25
   1328.73      0.00    200.98
   1330.20      0.00    230.04
   1332.53      0.00    265.00
   1332.58      0.00    298.30
   1321.43      0.00    318.97
   1311.62      0.00    323.93
   1301.50      0.00    329.04
   1282.02      0.00    334.98
   1255.01      0.00    339.98
   1219.61      0.00    341.53
   1174.01      0.00    342.87
   1125.27      0.00    343.55
   1057.06      0.00    343.13
E
SPL11
S
   1030.55      0.00    368.22
   1003.12      0.00    391.36
    966.95      0.00    418.12
    931.75      0.00    440.18
    907.43      0.00    453.69
    871.02      0.00    470.40
    849.79      0.00    477.69
    813.55      0.00    488.52
    759.76      0.00    494.71
    674.77      0.00    499.79
    572.49      0.00    498.36
    461.64      0.00    487.29
    393.22      0.00    473.73
    354.06      0.00    461.74
    295.62      0.00    441.77
    263.71      0.00    425.47
    224.42      0.00    405.87
    205.92      0.00    397.22
    154.65      0.00    365.20
    106.32      0.00    331.81
E
