SPL0
S
    859.58      7.17    474.26
    858.41     36.12    474.26
    856.54     68.59    474.26
    853.04    103.96    474.26
    850.82    118.86    474.20
    843.45    150.81    473.60
    830.76    177.71    472.48
    813.85    199.16    470.45
    803.69    212.20    466.59
    807.45    215.72    463.24
    816.27    218.43    458.46
    825.87    220.88    452.99
    838.49    224.10    444.96
    856.88    229.60    430.93
    865.59    232.62    423.29
    878.74    237.77    410.42
    883.58    239.80    405.31
    893.31    244.07    394.43
    904.73    248.79    381.36
    915.58    253.11    368.61
    928.14    256.45    356.35
    935.01    256.79    352.35
    942.13    255.70    350.62
    955.45    252.27    348.77
    963.13    249.63    348.04
    980.49    241.84    346.69
    991.54    235.10    346.05
   1007.07    221.81    345.41
   1017.99    208.13    345.14
   1028.16    190.28    344.96
   1035.90    171.22    344.84
   1041.61    151.64    344.79
   1045.28    134.18    344.77
   1048.61    111.53    344.77
   1050.86     88.90    344.77
   1053.56     50.22    344.76
   1054.45     31.47    344.76
   1054.99     11.87    344.75
   1057.27      0.00    342.64
E
SPL1
S
    859.78      0.00    474.26
    871.02      0.00    470.40
    893.61      0.00    461.56
    907.43      0.00    453.69
    929.88      0.00    441.29
    953.62      0.00    426.78
    958.18      0.00    423.53
    974.79      0.00    412.09
    980.15      0.00    408.53
   1003.76      0.00    390.74
   1009.66      0.00    385.50
   1030.31      0.00    367.84
   1047.85      0.00    351.86
   1057.27      0.00    342.64
E
