SPL0
S
    856.87    301.59    151.79
    855.10    301.23    146.72
    853.71    300.82    141.50
    852.67    300.36    136.22
    856.87    301.59    151.79
    856.52    301.52    150.77
    856.18    301.44    149.75
    855.85    301.37    148.73
    855.54    301.29    147.70
    855.23    301.21    146.67
    854.93    301.13    145.64
    854.64    301.05    144.60
    854.36    300.97    143.56
    854.09    300.89    142.52
    853.83    300.80    141.48
    853.58    300.72    140.43
    853.34    300.63    139.38
    853.10    300.54    138.33
    852.88    300.45    137.27
    852.67    300.36    136.22
E
SPL1
S
   -150.89    297.88    151.79
   -146.20    298.04    171.11
   -134.90    302.11    189.28
   -115.64    305.97    214.16
    -88.58    307.83    233.47
    -67.97    307.25    241.84
    -57.31    306.30    245.11
    -49.08    305.57    247.64
    -32.28    304.34    251.47
     -6.69    303.18    254.13
     18.97    302.74    253.53
     35.92    302.69    251.15
     55.08    302.52    245.97
     76.51    300.94    235.59
    105.24    297.75    213.96
    128.16    294.57    185.69
    139.81    292.70    163.86
    142.17    292.34    151.79
    144.47    291.87    136.22
    146.00    291.08    119.51
    147.50    288.14     97.49
    143.90    284.33     76.55
    140.89    280.67     60.44
E
SPL2
S
   -122.41    284.59     47.62
   -125.59    287.24     56.25
   -130.29    292.58     73.89
   -131.80    301.46    104.04
   -126.97    307.60    124.99
   -122.71    310.43    136.23
   -112.78    315.70    158.69
    -93.37    318.32    182.11
    -65.75    320.69    202.74
    -33.64    321.62    215.52
     -0.88    320.98    218.76
     32.12    319.14    214.56
     68.54    315.19    198.49
     99.32    309.24    169.89
    113.84    304.55    145.82
    119.23    301.41    129.97
    123.12    297.28    110.07
    123.59    290.05     79.00
    119.77    283.99     56.99
    116.47    280.94     47.96
    137.37    275.93     47.62
E
SPL3
S
    137.37    275.93     47.62
    227.38    274.11     47.62
    326.95    280.12     47.62
    445.07    277.10     47.62
    481.49    278.89     47.62
    553.25    281.20     47.62
    662.04    282.62     47.62
    765.74    283.74     47.62
    835.59    284.69     47.62
    864.58    285.16     47.62
E
SPL4
S
    864.58    285.16     47.62
    858.75    290.36     65.79
    852.13    295.05     91.33
    851.28    299.54    127.33
    859.29    301.92    160.66
    866.73    302.96    177.76
    883.47    304.97    199.80
    903.30    306.54    218.79
    929.57    307.68    234.91
    947.82    308.01    245.07
    990.10    308.51    251.14
   1051.65    308.25    239.65
   1075.69    307.45    227.12
   1102.61    305.88    204.85
   1127.98    303.59    171.35
   1134.67    302.15    151.81
   1139.91    300.07    132.85
   1141.66    297.49    115.04
   1140.44    294.24     96.71
   1138.11    290.98     81.39
   1131.86    285.06     58.72
   1127.00    281.59     47.62
E
SPL5
S
    884.69    286.92     47.62
    877.70    293.93     64.87
    875.68    301.57     95.38
    879.65    307.66    125.67
    885.61    310.16    140.98
    898.43    313.41    161.88
    917.43    316.88    183.73
    937.83    319.55    199.98
    965.88    321.96    214.23
    996.12    322.99    220.03
   1032.87    321.90    213.17
   1055.68    320.06    202.02
   1077.60    317.38    185.80
   1095.66    314.16    166.32
   1111.25    310.11    142.08
   1117.33    307.16    126.20
   1121.50    299.71     96.03
   1119.88    290.01     65.93
   1112.50    284.02     47.62
E
SPL6
S
   -142.93    279.80     47.62
   -141.46    280.05     47.62
   -135.14    281.70     47.62
   -128.79    283.21     47.62
   -122.41    284.59     47.62
E
SPL7
S
   -151.01    297.85    151.79
   -151.25    298.42    149.22
   -151.70    299.65    143.83
   -152.15    300.50    138.88
   -152.58    300.91    134.72
   -153.03    300.98    130.73
   -153.96    300.53    123.67
   -154.88    299.61    116.83
   -155.45    298.73    111.83
   -155.85    297.43    105.42
   -155.81    296.19     99.91
   -155.41    294.90     94.49
   -154.35    292.96     86.81
   -153.74    292.10     83.51
   -152.07    290.01     75.87
   -150.35    288.18     69.53
   -148.01    285.88     62.18
   -145.88    283.62     55.87
   -142.93    279.80     47.62
E
